Number,Author,Title,Pages,Class Number,Class Name,Quarter,Year,Descriptors,Location
1870,Dickinson, Patsy|Stocker, Reinhard F.,Correlations between feeding behavior and the activity of Ce 1 cells in the brain of Tritonia,11,Zoology 538,Advanced Invertebrate Physiology,Spring,1975,Tritonia diomedea|Aplysia californica,
1871,Kallo, Janet,Evidence for synaptic interaction in Tritonia diomedia,5,Zoology 538,Advanced Invertebrate Physiology,Spring,1975,Tritonia diomedea,
1872,Copeland, Jon,Cerebral-buccal ganglion monosynaptic pathway in Helix aspersa and Tritonia diomedia,9,Zoology 538,Advanced Invertebrate Physiology,Spring,1975,Helix aspersa|Tritonia diomedea|Helix pomatia,
1873,Prior, David|Koontz, Margaret,Behavioral studies in molluscs: A. Homing behavior of limpets in the laboratory; B. Visual discrimination learning in Octopus dofleini,8,Zoology 538,Comparative Physiology,Spring,1972,Octopus vulgaris|Octopus dofleini,
1874,Loughney, Kate,Food avoidance: learning in Helix aspersa,4,Zoology 538,Advanced Invertebrate Physiology,Spring,1975,Helix aspersa,
1875,Loughney, Kate,Chemotactic and rheotactic discrimination in Pycnopodia helianthoides,3,Zoology 538,Advanced Invertebrate Physiology,Spring,1975,Pycnopodia helianthoides|Asterias forbesi|Asterias vulgaris,
1876,Hustert, R.,Spontaneous and elicited jaw movements of Tritonia diomedia and their relation to cell CI and other neurons of the brain.,11,Zoology 538,Advanced Invertebrate Physiology,Spring,1975,Tritonia diomedea,
1877,Kallo, Janet|Lloyd, Phillip,I.Tritonia central neuron responses to acetylcholine iontophoresis.II.Effect of arabutoxin on acetylcholine responses,11,Zoology 538,Advanced Invertebrate Physiology,Spring,1975,Tritonia diomedea|Laticauda semifasciata,
1878,Dickinson, Patsy,An iontophoretic study of acetylcholine receptors in Helis aspersa,10,Zoology 538,Advanced Invertebrate Physiology,Spring,1975,Helix aspersa,
1879,Copeland, Jon|Kallo, Janet,Neuronal geometry of two central nervous system neurons in Tritonia diomedia,6,Zoology 538,Advanced Invertebrate Physiology,Spring,1975,Tritonia diomedea,
1880,Dodd, Colin,Synaptic connections in the brain of Tritonia diomedia,7,Zoology 538,Advanced Invertebrate Physiology,Spring,1975,Tritonia diomedea,
1881,Hustert, R.,Intracellular TEA and high extracellular Ca++ concentrations as tests for identification of monosynaptic conections in the molluscan brain,9,Zoology 538,Advanced Invertebrate Physiology,Spring,1975,Tritonia diomedea,
1882,Copeland, Jon,Observation of molluscan metacerebral neurons during aspects of feeding,8,Zoology 538,Advanced Invertebrate Physiology,Spring,1975,Tritonia diomedea,
1883,Dickinson, Patsy|Dodd, Colin|Kallo, Janet,The mollusk heart bioassay for acetylcholine (mollusc),7,Zoology 538,Advanced Invertebrate Physiology,Spring,1975,Tritonia|Pycnopodia|Chionoecetes,
1884,Copeland, Jon,Serotonin and other biogenic amines found in the salivary glands of Octopus doflleini and Tritonia diomedia,4,Zoology 538,Advanced Invertebrate Physiology,Spring,1975,Octopus dofleini|Tritonia diomedea|Octopus,
1885,Dickinson, Patsy,Dansylation of amines in Tritonia and Cancer nervous tissue,4,Zoology 538,Advanced Invertebrate Physiology,Spring,1975,Cancer magister|Tritonia diomedea|Helix,
1886,Dickinson, Patsy|Hustert, Reinhold,Intracellular dye injection into the CNS of Tritonia diomedia,8,Zoology 538,Advanced Invertebrate Physiology,Spring,1975,Tritonia diomedea|Aplysia californica,
1887,Stocker, Reinhard F.,Intracellular staining of brain neurons in Tritonia diomedia,10,Zoology 538,Advanced Invertebrate Physiology,Spring,1975,Melibe leonina,
1888,Stocker, Reinhard F.,Receptor pharmacology: Effects of pharmacological agents on acetycholine receptors in gastropods,16,Zoology 538,Advanced Invertebrate Physiology,Spring,1975,Tritonia diomedea|Archidoris montereyensis|Helix aspersa,
1889,Stocker, Reinhard F.,Amine and amino acid identification in nervous tissue of some gastropods and crustacea by means of the dansyl technique.,14,Zoology 538,Advanced Invertebrate Physiology,Spring,1975,Tritonia diomedea|Archidoris montereyensis|Cancer magister,
1890,Lloyd, Philip,Cardio-active substances in the central ganglia of Tritonia,11,Zoology 538,Advanced Invertebrate Physiology,Spring,1975,Tritonia diomedea|Helix,
1891,Dodd, Colin|Kallo, Janet,Behavioral correlates of C1 activity - fact or fiction?,6,Zoology 538,Advanced Invertebrate Physiology,Spring,1975,Tritonia diomedea,
1892,Copeland, Jon,Observation of molluscan metacerebral neurons during aspects of feeding,8,Zoology 538,Advanced Invertebrate Physiology,Spring,1975,Tritonia diomedea,
1893,Raymore, Paul A, Jr.|Pederson, Dale C.,Habituation of the cardiac arrest response in Cancer magister, the Dungeness crab,9,Zoology 538,Comparative Physiology,Spring,1973,Cancer magister,
1894,Cahalan, Mike D.|Hudson, David J.,Cobalt chloride staining of antennular motoneurons of the hermit crab,9,Zoology 538,Comparative Physiology,Spring,1973,Pagurus alaskensis,
1895,Gilly, William F.|Anderson, Stuart D.,Cobalt staining of neurons of the genital nerve of Tritonia diomedia,8,Zoology 538,Comparative Physiology,Spring,1973,Tritonia diomedea,
1896,Snow, Robert W.|Copp, Newton,Do trigger cells of Tritonia diomedia function as primary sensory neurons?,28,Zoology 538,Comparative Physiology,Spring,1973,Tritonia diomedea,
1897,Anderson, Stuart D.|Gilly, William F.,Electrical properties of muscle fibers in Tanner crab,12,Zoology 538,Comparative Physiology,Spring,1973,Chionoecetes tanneri,
1898,Copp, Newton|Snow, Robert W.,Experiments with voltage clamp,12,Zoology 538,Comparative Physiology,Spring,1973,Armina californica|Tritonia diomedea,
1899,Hauschka, Stephen D.,Snail trail following,5,Zoology 538,Comparative Physiology,Spring,1973,Littorina scutulata|Littorina sitkana,
1900,Gilly, William F.|Anderson, Stuart D.,Experiments with voltage clamp of Tritonia brain cells,9,Zoology 538,Comparative Physiology,Spring,1973,Tritonia diomedea,
1901,Snow, Robert W.|Copp, Newton,Host plant preferences in tent caterpillars: a behavioral and electrophysiological approach,16,Zoology 538,Comparative Physiology,Spring,1973,Malacosoma pluviale|Malacosoma californicum pluviale,
1902,Cahalan, Mike D.|Hudson, David J.,Modification of induced epilepsy by synaptic blockage,15,Zoology 538,Comparative Physiology,Spring,1973,Tritonia diomedea|Centruroides sculpturatus,
1903,Hudson, David J.|Cahalan, Mike D.,Potassium current block in Tritonia neurons,4,Zoology 538,Comparative Physiology,Spring,1973,Tritonia diomedea,
1904,Snow, Robert W.|Copp, Newton,Results of iontophoretic filling of RPdN 4 of Melibe leonina,9,Zoology 538,Comparative Physiology,Spring,1973,Melibe leonina|Tritonia diomedea,
1905,Hudson, David J.|Cahalan, Mike D.,Snail trail trials,10,Zoology 538,Comparative zoology,Spring,1973,Littorina sitkana|Thais,
1906,Copp, Newton|Snow, Robert W.,Tension and membrane responses of single crustacean muscle fibers to direct stimulation,13,Zoology 538,Comparative Physiology,Spring,1973,Chionoecetes tanneri|Cancer magister,
1907,Gilly, William F.|Anderson, Stuart D.,Trail following among snails: backwards trails,4,Zoology 538,Comparative Physiology,Spring,1973,Littorina sitkana,
1908,Raymore, Paul A., Jr.|Pederson, Dale C.,Voltage clamp experiment,14,Zoology 538,Comparative physiology,Spring,1973,Tritonia diomedea,
1909,Busby, Sharon,Can trigger cells trigger without their cell bodies?,5,Zoology 538,Comparative Physiology,Spring,1976,Tritonia diomedea,
1910,Busby, Sharon|Olberg, Rob,A brief study of neuronal activity during feeding in Tritonia diomedia,10,Zoology 538,Comparative Physiology,Spring,1976,Tritonia diomedea|Helisoma,
1911,Busby, Sharon|Taylor, Charlie,Cobalt filling: a success story,10,Zoology 538,Comparative Physiology,Spring,1976,Tritonia diomedea|Aplysia californica,
1912,Busby, Sharon|Dungan, Christopher|Olberg, Rob,Neuronal mechanism of swimming in Tritonia: a brief study,15,Zoology 538,Comparative Physiology,Spring,1976,Tritonia diomedea|Pycnopodia helianthoides,
1913,Dungan, Chris|Gunson, Karen,Intracellular injection and nerve trunk backfilling with CoCl2 in the brain and buccal ganglia of Tritonia diomedia,9,Zoology 538,Comparative Physiology,Spring,1976,Tritonia diomedea,
1914,Gunson, Karen,The effect of destruction of contralateral trigger cells in the pleural ganglia of Tritonia,6,Zoology 538,Comparative Physiology,Spring,1976,Tritonia diomedea,
1915,Gunson, Karen,Interactions between buccal ganglion neurons controlling feeding behavior in Tritonia,12,Zoology 538,Comparative Physiology,Spring,1976,Tritonia diomedea,
1916,Gunson, Karen|Taghert, Paul,The effect of KCl electrodes on the reversal potential of the chloride equilibrium in Aplysia,9,Zoology 538,Comparative Physiology,Spring,1976,Aplysia californica,
1917,Hockberger, Philip|Williams, David,Correlations between single cell activity and behavioral responses in Tritonia diomedia,6,Zoology 538,Comparative Physiology,Spring,1976,Tritonia diomedea,
1918,Hockberger, Philip|Kerfoot, Patrick,Electrophysiological identification of monosynapticity,4,Zoology 538,Comparative Physiology,Spring,1976,Aplysia californica,
1919,Kerfoot, Patrick|Hockberger, Philip,Iontophoretic study of acetylcholine receptors on Aplysia neurons,5,Zoology 538,Comparative Physiology,Spring,1976,Aplysia californica,
1920,Olberg, R.|Dungan, C.,Electrical measurements in trigger group neurons of Tritonia diomedia,7,Zoology 538,Comparative Physiology,Spring,1976,Tritonia diomedea,
1921,Olberg, Rob|Thompson, Texanna|Taghert, Paul,Cobalt staining of neurons in various gastropod molluscs,9,Zoology 538,Comparative Physiology,Spring,1976,Tritonia|Aplysia|Archidoris,
1922,Shadle, Paula|Gunson, Karen,Aspects of neural activity and behavior in some gastropods,7,Zoology 538,Comparative Physiology,Spring,1976,Tritonia diomedea|Melibe leonina|Phestilla sibogae,
1923,Shadle, Paula|Kerfoot, Patrick,Intracellular staining of neurons in the CNS of Tritonia diomedia using the cobalt technique,8,Zoology 538,Comparative Physiology,Spring,1976,Tritonia diomedea,
1924,Taghert, P.|Kerfoot, P.|Shadle, P.,Electrical coupling between neurons in the pleural ganglia of Tritonia diomedia,4,Zoology 538,Comparative Physiology,Spring,1976,Tritonia diomedea,
1925,Taghert, P.H.|Thompson, T.J.,Role of re-identifiable cerebral ganglion neurons in control of swimming in Tritonia,9,Zoology 538,Comparative Physiology,Spring,1976,Tritonia diomedea,
1926,Taylor, Charles|Thompson, Texanna,Some effects of iontophoresis of acetylcholine on Aplysia neuron somata,15,Zoology 538,Comparative Physiology,Spring,1976,Aplysia californica,
1927,Taylor, Charles|Thompson, Texanna,The neural basis of feeding in Tritonia diomedia,12,Zoology 538,Comparative Physiology,Spring,1976,Tritonia diomedea|Helisoma trivolvis,
1928,Taylor, Charles|Williams, David,Evidence for a monosynaptic connection in Aplysia cerebral ganglion,10,Zoology 538,Comparative Physiology,Spring,1976,Aplysia californica,
1929,Williams, David|Hockberger, Philip,A light microscopic examination of the cobalt staining methods used in neurocytological studies,7,Zoology 538,Comparative Physiology,Spring,1976,Tritonia diomedea|Aplysia californica,
1930,Williams, David|Hockberger, Philip,Electrotonic coupling in the trigger group neurons of Tritonia diomedia,5,Zoology 538,Comparative Physiology,Spring,1976,Tritonia diomedea,
1931,Williams, David|Shadle, Paula,An iontophoretic study of Aplysia neurons,8,Zoology 538,Comparative Physiology,Spring,1976,Aplysia californica,
1932,Bosma, M.|Porter, C.,Chemical interactions between cerebral ganglia command neurons and a pedal neuron, PD5,14,Zoology 538,ComparativePhysiology,Spring,1979,Tritonia diomedea,
1933,Smith, Steve|Woode, Kathy,A Procion Yellow study of two neurons of Tritonia diomedia,5,Zoology 538,Comparative Physiology,Spring,1972,Tritonia diomedea,
1934,von Carolsfeld, J.S.|Keenan, C.L.,Further adventures with ion-sensitive electrodes.Part II: Cl-LIX,9,Zoology 538,Comparative Invertebrate Physiology,Spring,1976,Cancer magister,
1935,Gillette, Rhanor,The responses to tactile stimuli of Archidoris montereyensis,4,Zoology 538,Comparative Physiology,Spring,1972,Archidoris montereyensis|Chromodoris zebra,
1936,Cole, Eric|Fowler, John C.,Use of sodium sensitive glass microelectrodes,8,Zoology 538,Comparative Physiology,Spring,1979,,
1937,Cole, E.S.|Nelson, C.,Uncoupling effect of CO2 on electrically synapsed trigger cells in Tritonia,7,Zoology 538,Comparative Physiology,Spring,1979,Tritonia diomedea,
1938,Gillette, Rhanor|Seesee, Floyd,Continuation of a study of visual discrimination learning in Octopus dofleini,6,Zoology 538,Comparative Physiology,Spring,1972,Octopus dofleini,
1939,London, J.A.|von Carolsfeld, J.S.,A re-identifiable chemically mediated synapse in Tritonia diomedea,16,Zoology 538,Comparative Physiology,Spring,1979,Tritonia diomedea,
1940,Keenan, Larry|Gazarek, Sue,Possible cellular interactions of Tritonia neurons revealed by Lucifer staining,15,Zoology 538,Comparative Physiology,Spring,1979,Tritonia diomedea|Triopha|Armina,
1941,Giszter, Simon|Fowler, John C.,Observations on TGNs, field potential tracking and a pedal ganglion motor neuron,11,Zoology 538,ComparativePhysiology,Spring,1979,Tritonia diomedea,
1942,Giszter, Simon|Fowler, John C.,Uncoupling TGNs in Tritonia diomedia,8,Zoology 538,Comparative Physiology,Spring,1979,Tritonia diomedea,
1943,London, J.A.|Bosma, M.M.,Mechanoreception in Tritonia diomedea: an investigation of a group of cerebral ganglia interneurons, and other cells in the brain, responding to mechanosensory input,20,Zoology 538,ComparativePhysiology,Spring,1979,Tritonia diomedea,
1944,London, J.A.|Scott, James D.,Observations on a neuron in the pedal ganglion of Tritonia diomedea,12,Zoology 538,ComparativePhysiology,Spring,1979,Tritonia diomedea|Pycnopodia helianthoides,
1945,Mandel, SaraLynn|Keenan, C. Larry,An exploration of pathways in the central nervous system of Tritonia diomedea: neuronal activity and behavior in the whole animal preparation,11,Zoology 538,ComparativePhysiology,Spring,1979,Tritonia diomedea,
1946,Smith, Stephen|Woode, Kathy,The effects of magnesium ions on synaptic transmission in the isolated brain of the nudibranceh mollusc Tritonia diomedia,17,Zoology 538,Comparative Physiology,Spring,1972,Tritonia diomedea,
1947,Partridge, Don,Chemoreception in Archidoris montereyensis,7,Zoology 538,Comparative Physiology,Spring,1972,Archidoris montereyensis|Austrodoris odhneri|Acanthodoris nanaimoensis|Cadlina marginata,
1948,Seesee, Floyd M.|Thompson, Stewart,Action potential activity in the third root of the third and fourth ganglia in Upogebia pugettensis,7,Zoology 538,Comparative Physiology,Spring,1972,Upogebia pugettensis,
1949,Gillette, Rhanor|Partridge, Don,Abdominal neuromuscular preparation of Upogebia pugettensis,7,Zoology 538,Comparative Zoology,Spring,1972,Upogebia pugettensis,
1950,Class Project,A method for determining levels of acetyl transferase (choline acetylase) and aromatic acid decarboxylase in neural tissue,9,Zoology 538,Comparative Physiology,Spring,1972,,
1951,Driskell, William B.,Observations on function and behavior in the burrowing activities of Ammodytes hexapterus,12,Fisheries 465a|Fisheries 565a,Marine Fish Biology,Summer,1985,Ammodytes hexapterus|Ammodytes,
1952,Dyer, Brian S.,Experimental testing of the "generalized acanthopterygian" models of upper jaw protrusion,32,Fisheries 465a|Fisheries 565a,Marine Fish Biology,Summer,1985,Sebastes caurinus|Helicolenus lengerichi|Luciocephalus,
1953,Jensen, Jeffrey S.,Kinematic patterns in the jaw mechanism of the pile perch Damalichthys vacca,30,Fisheries 465a|Fisheries 565a,Marine Fish Biology,Summer,1985,Damalichthys vacca|Cymatogaster aggregata,
1954,Kehl, Steven R.,Relation between symmetrical respiration and the interconnecting channel in the English sole, Parophrys vetulus, and the sand sole, Psettichthys melanostictus,20,Fisheries 465a|Fisheries 565a,Marine Fish Biology,Summer,1985,Parophrys vetulus|Psettichthys melanostictus,
